,receipt_id,company_id,matched_transaction_id,feature_transaction_id,scores
10378,"40,206",40000,"40,014","40,013",0.26246604
10377,"40,206",40000,"40,014","40,011",0.26246604
10376,"40,206",40000,"40,014","40,010",0.26246604
10375,"40,206",40000,"40,014","40,009",0.26246604
10374,"40,206",40000,"40,014","40,006",0.26246604
10412,"40,216",40000,"40,231","40,014",0.26246604
10413,"40,216",40000,"40,231","40,015",0.26246604
10414,"40,216",40000,"40,231","40,017",0.26246604
10433,"40,221",40000,"40,082","40,078",0.26246604
10475,"40,241",40000,"40,380","40,378",0.26246604
10473,"40,241",40000,"40,380","40,374",0.26246604
10467,"40,239",40000,"40,045","40,041",0.26246604
10466,"40,239",40000,"40,045","40,040",0.26246604
10462,"40,237",40000,"40,037","40,034",0.26246604
10461,"40,237",40000,"40,037","40,033",0.26246604
10460,"40,237",40000,"40,037","40,032",0.26246604
10458,"40,233",40000,"40,280","40,277",0.26246604
10456,"40,232",40000,"40,176","40,173",0.26246604
10455,"40,232",40000,"40,176","40,172",0.26246604
10447,"40,224",40000,"40,194","40,192",0.26246604
10440,"40,221",40000,"40,082","40,177",0.26246604
10439,"40,221",40000,"40,082","40,176",0.26246604
10438,"40,221",40000,"40,082","40,136",0.26246604
10432,"40,221",40000,"40,082","40,077",0.26246604
10415,"40,216",40000,"40,231","40,018",0.26246604
10429,"40,220",40000,"40,212","40,211",0.26246604
10428,"40,220",40000,"40,212","40,210",0.26246604
10427,"40,220",40000,"40,212","40,209",0.26246604
10426,"40,216",40000,"40,231","40,030",0.26246604
10425,"40,216",40000,"40,231","40,029",0.26246604
10424,"40,216",40000,"40,231","40,028",0.26246604
10423,"40,216",40000,"40,231","40,027",0.26246604
10422,"40,216",40000,"40,231","40,026",0.26246604
10421,"40,216",40000,"40,231","40,025",0.26246604
10420,"40,216",40000,"40,231","40,024",0.26246604
10419,"40,216",40000,"40,231","40,023",0.26246604
10418,"40,216",40000,"40,231","40,021",0.26246604
10417,"40,216",40000,"40,231","40,020",0.26246604
10416,"40,216",40000,"40,231","40,019",0.26246604
10369,"40,204",40000,"40,332","40,330",0.26246604
10367,"40,204",40000,"40,332","40,328",0.26246604
10716,"50,019",50000,"50,118","50,117",0.26246604
10312,"40,194",40000,"40,593","40,010",0.26246604
10305,"40,192",40000,"40,345","40,355",0.26246604
10306,"40,192",40000,"40,345","40,357",0.26246604
10307,"40,192",40000,"40,345","40,559",0.26246604
10308,"40,192",40000,"40,345","40,560",0.26246604
10310,"40,194",40000,"40,593","40,006",0.26246604
10311,"40,194",40000,"40,593","40,009",0.26246604
10313,"40,194",40000,"40,593","40,011",0.26246604
10365,"40,203",40000,"40,093","40,091",0.26246604
10314,"40,194",40000,"40,593","40,013",0.26246604
10315,"40,194",40000,"40,593","40,014",0.26246604
10316,"40,194",40000,"40,593","40,015",0.26246604
10317,"40,194",40000,"40,593","40,017",0.26246604
10318,"40,194",40000,"40,593","40,018",0.26246604
10319,"40,194",40000,"40,593","40,019",0.26246604
10304,"40,192",40000,"40,345","40,354",0.26246604
10301,"40,191",40000,"40,041","40,037",0.26246604
10300,"40,191",40000,"40,041","40,036",0.26246604
10299,"40,191",40000,"40,041","40,035",0.26246604
10298,"40,191",40000,"40,041","40,034",0.26246604
10296,"40,189",40000,"40,494","40,493",0.26246604
10295,"40,189",40000,"40,494","40,492",0.26246604
10294,"40,189",40000,"40,494","40,491",0.26246604
10293,"40,189",40000,"40,494","40,489",0.26246604
10290,"40,189",40000,"40,494","40,448",0.26246604
10289,"40,189",40000,"40,494","40,447",0.26246604
10286,"40,188",40000,"40,103","40,095",0.26246604
10285,"40,188",40000,"40,103","40,094",0.26246604
10283,"40,187",40000,"40,349","40,348",0.26246604
10282,"40,186",40000,"40,195","40,030",0.26246604
10281,"40,186",40000,"40,195","40,029",0.26246604
10280,"40,186",40000,"40,195","40,028",0.26246604
10320,"40,194",40000,"40,593","40,020",0.26246604
10321,"40,194",40000,"40,593","40,021",0.26246604
10322,"40,194",40000,"40,593","40,023",0.26246604
10340,"40,195",40000,"40,025","40,062",0.26246604
10364,"40,203",40000,"40,093","40,090",0.26246604
10363,"40,203",40000,"40,093","40,089",0.26246604
10362,"40,203",40000,"40,093","40,088",0.26246604
10359,"40,201",40000,"40,210","40,577",0.26246604
10358,"40,201",40000,"40,210","40,575",0.26246604
10354,"40,201",40000,"40,210","40,208",0.26246604
10353,"40,201",40000,"40,210","40,207",0.26246604
10350,"40,198",40000,"40,475","40,474",0.26246604
10349,"40,198",40000,"40,475","40,473",0.26246604
10348,"40,198",40000,"40,475","40,472",0.26246604
10346,"40,196",40000,"40,297","40,296",0.26246604
10343,"40,195",40000,"40,025","40,065",0.26246604
10342,"40,195",40000,"40,025","40,064",0.26246604
10341,"40,195",40000,"40,025","40,063",0.26246604
10339,"40,195",40000,"40,025","40,061",0.26246604
10323,"40,194",40000,"40,593","40,024",0.26246604
10338,"40,195",40000,"40,025","40,060",0.26246604
10337,"40,195",40000,"40,025","40,059",0.26246604
10335,"40,195",40000,"40,025","40,056",0.26246604
10334,"40,195",40000,"40,025","40,055",0.26246604
10333,"40,195",40000,"40,025","40,054",0.26246604
10332,"40,195",40000,"40,025","40,053",0.26246604
10331,"40,195",40000,"40,025","40,052",0.26246604
10330,"40,195",40000,"40,025","40,051",0.26246604
10329,"40,194",40000,"40,593","40,030",0.26246604
10328,"40,194",40000,"40,593","40,029",0.26246604
10327,"40,194",40000,"40,593","40,028",0.26246604
10326,"40,194",40000,"40,593","40,027",0.26246604
10325,"40,194",40000,"40,593","40,026",0.26246604
10324,"40,194",40000,"40,593","40,025",0.26246604
10479,"40,243",40000,"40,286","40,283",0.26246604
10482,"40,244",40000,"40,019","40,014",0.26246604
10487,"40,246",40000,"40,098","40,095",0.26246604
10633,"40,281",40000,"40,157","40,010",0.26246604
10623,"40,276",40000,"40,633","40,026",0.26246604
10624,"40,276",40000,"40,633","40,027",0.26246604
10625,"40,276",40000,"40,633","40,028",0.26246604
10626,"40,276",40000,"40,633","40,029",0.26246604
10627,"40,276",40000,"40,633","40,030",0.26246604
10632,"40,281",40000,"40,157","40,009",0.26246604
10634,"40,281",40000,"40,157","40,011",0.26246604
10488,"40,246",40000,"40,098","40,096",0.26246604
10636,"40,281",40000,"40,157","40,014",0.26246604
10637,"40,281",40000,"40,157","40,015",0.26246604
10638,"40,281",40000,"40,157","40,017",0.26246604
10639,"40,281",40000,"40,157","40,018",0.26246604
10640,"40,281",40000,"40,157","40,019",0.26246604
10641,"40,281",40000,"40,157","40,020",0.26246604
10622,"40,276",40000,"40,633","40,025",0.26246604
10621,"40,276",40000,"40,633","40,024",0.26246604
10620,"40,276",40000,"40,633","40,023",0.26246604
10619,"40,276",40000,"40,633","40,021",0.26246604
10618,"40,276",40000,"40,633","40,020",0.26246604
10617,"40,276",40000,"40,633","40,019",0.26246604
10616,"40,276",40000,"40,633","40,018",0.26246604
10615,"40,276",40000,"40,633","40,017",0.26246604
10614,"40,276",40000,"40,633","40,015",0.26246604
10613,"40,276",40000,"40,633","40,014",0.26246604
10612,"40,276",40000,"40,633","40,013",0.26246604
10611,"40,276",40000,"40,633","40,011",0.26246604
10610,"40,276",40000,"40,633","40,010",0.26246604
10609,"40,276",40000,"40,633","40,009",0.26246604
10608,"40,276",40000,"40,633","40,006",0.26246604
10602,"40,273",40000,"40,115","40,029",0.26246604
10601,"40,273",40000,"40,115","40,028",0.26246604
10642,"40,281",40000,"40,157","40,021",0.26246604
10643,"40,281",40000,"40,157","40,023",0.26246604
10644,"40,281",40000,"40,157","40,024",0.26246604
10678,"50,009",50000,"50,153","50,368",0.26246604
10715,"50,019",50000,"50,118","50,116",0.26246604
10714,"50,019",50000,"50,118","50,115",0.26246604
10713,"50,019",50000,"50,118","50,114",0.26246604
10691,"50,011",50000,"50,359","50,356",0.26246604
10690,"50,011",50000,"50,359","50,355",0.26246604
10689,"50,011",50000,"50,359","50,354",0.26246604
10688,"50,011",50000,"50,359","50,353",0.26246604
10687,"50,011",50000,"50,359","50,352",0.26246604
10686,"50,011",50000,"50,359","50,351",0.26246604
10685,"50,011",50000,"50,359","50,350",0.26246604
10682,"50,010",50000,"50,174","50,172",0.26246604
10681,"50,010",50000,"50,174","50,171",0.26246604
10680,"50,010",50000,"50,174","50,170",0.26246604
10679,"50,009",50000,"50,153","50,369",0.26246604
10676,"50,009",50000,"50,153","50,151",0.26246604
10645,"40,281",40000,"40,157","40,025",0.26246604
10675,"50,009",50000,"50,153","50,150",0.26246604
10671,"50,007",50000,"50,142","50,141",0.26246604
10670,"50,007",50000,"50,142","50,140",0.26246604
10663,"50,005",50000,"50,292","50,288",0.26246604
10662,"50,005",50000,"50,292","50,031",0.26246604
10661,"50,005",50000,"50,292","50,030",0.26246604
10660,"50,005",50000,"50,292","50,029",0.26246604
10652,"50,000",50000,"50,124","50,123",0.26246604
10651,"50,000",50000,"50,124","50,122",0.26246604
10650,"40,281",40000,"40,157","40,030",0.26246604
10649,"40,281",40000,"40,157","40,029",0.26246604
10648,"40,281",40000,"40,157","40,028",0.26246604
10647,"40,281",40000,"40,157","40,027",0.26246604
10646,"40,281",40000,"40,157","40,026",0.26246604
10600,"40,273",40000,"40,115","40,027",0.26246604
10598,"40,273",40000,"40,115","40,025",0.26246604
10596,"40,273",40000,"40,115","40,023",0.26246604
10526,"40,253",40000,"40,034","40,024",0.26246604
10550,"40,263",40000,"40,470","40,468",0.26246604
10549,"40,263",40000,"40,470","40,467",0.26246604
10547,"40,261",40000,"40,587","40,586",0.26246604
10546,"40,261",40000,"40,587","40,585",0.26246604
10545,"40,261",40000,"40,587","40,584",0.26246604
10544,"40,261",40000,"40,587","40,583",0.26246604
10539,"40,259",40000,"40,107","40,076",0.26246604
10537,"40,256",40000,"40,114","40,113",0.26246604
10534,"40,255",40000,"40,029","40,028",0.26246604
10532,"40,253",40000,"40,034","40,030",0.26246604
10531,"40,253",40000,"40,034","40,029",0.26246604
10529,"40,253",40000,"40,034","40,027",0.26246604
10528,"40,253",40000,"40,034","40,026",0.26246604
10527,"40,253",40000,"40,034","40,025",0.26246604
10525,"40,253",40000,"40,034","40,023",0.26246604
10553,"40,265",40000,"40,555","40,006",0.26246604
10524,"40,253",40000,"40,034","40,021",0.26246604
10523,"40,253",40000,"40,034","40,020",0.26246604
10522,"40,253",40000,"40,034","40,019",0.26246604
10521,"40,253",40000,"40,034","40,018",0.26246604
10520,"40,253",40000,"40,034","40,017",0.26246604
10519,"40,253",40000,"40,034","40,015",0.26246604
10518,"40,253",40000,"40,034","40,014",0.26246604
10515,"40,253",40000,"40,034","40,010",0.26246604
10514,"40,253",40000,"40,034","40,009",0.26246604
10511,"40,252",40000,"40,122","40,121",0.26246604
10509,"40,250",40000,"40,317","40,484",0.26246604
10508,"40,250",40000,"40,317","40,482",0.26246604
10505,"40,250",40000,"40,317","40,316",0.26246604
10501,"40,248",40000,"40,017","40,015",0.26246604
10551,"40,263",40000,"40,470","40,469",0.26246604
10554,"40,265",40000,"40,555","40,009",0.26246604
10594,"40,273",40000,"40,115","40,020",0.26246604
10572,"40,265",40000,"40,555","40,030",0.26246604
10593,"40,273",40000,"40,115","40,019",0.26246604
10592,"40,273",40000,"40,115","40,018",0.26246604
10591,"40,273",40000,"40,115","40,017",0.26246604
10589,"40,273",40000,"40,115","40,014",0.26246604
10588,"40,273",40000,"40,115","40,013",0.26246604
10586,"40,273",40000,"40,115","40,010",0.26246604
10585,"40,273",40000,"40,115","40,009",0.26246604
10584,"40,273",40000,"40,115","40,006",0.26246604
10580,"40,269",40000,"40,405","40,402",0.26246604
10579,"40,269",40000,"40,405","40,401",0.26246604
10576,"40,268",40000,"40,291","40,289",0.26246604
10575,"40,268",40000,"40,291","40,219",0.26246604
10574,"40,268",40000,"40,291","40,218",0.26246604
10573,"40,268",40000,"40,291","40,217",0.26246604
10571,"40,265",40000,"40,555","40,029",0.26246604
10555,"40,265",40000,"40,555","40,010",0.26246604
10570,"40,265",40000,"40,555","40,028",0.26246604
10569,"40,265",40000,"40,555","40,027",0.26246604
10568,"40,265",40000,"40,555","40,026",0.26246604
10567,"40,265",40000,"40,555","40,025",0.26246604
10566,"40,265",40000,"40,555","40,024",0.26246604
10565,"40,265",40000,"40,555","40,023",0.26246604
10564,"40,265",40000,"40,555","40,021",0.26246604
10563,"40,265",40000,"40,555","40,020",0.26246604
10562,"40,265",40000,"40,555","40,019",0.26246604
10561,"40,265",40000,"40,555","40,018",0.26246604
10560,"40,265",40000,"40,555","40,017",0.26246604
10559,"40,265",40000,"40,555","40,015",0.26246604
10557,"40,265",40000,"40,555","40,013",0.26246604
10556,"40,265",40000,"40,555","40,011",0.26246604
11179,"50,094",50000,"50,334","50,005",0.26246604
11181,"50,094",50000,"50,334","50,007",0.26246604
11182,"50,094",50000,"50,334","50,008",0.26246604
11754,"50,185",50000,"50,307","50,306",0.26246604
11745,"50,182",50000,"50,046","50,024",0.26246604
11746,"50,182",50000,"50,046","50,026",0.26246604
11747,"50,183",50000,"50,090","50,089",0.26246604
11749,"50,184",50000,"50,175","50,171",0.26246604
11750,"50,184",50000,"50,175","50,172",0.26246604
11752,"50,184",50000,"50,175","50,174",0.26246604
11757,"50,186",50000,"50,294","50,030",0.26246604
11725,"50,181",50000,"50,239","50,238",0.26246604
11758,"50,186",50000,"50,294","50,031",0.26246604
11759,"50,186",50000,"50,294","50,288",0.26246604
11760,"50,186",50000,"50,294","50,289",0.26246604
11765,"50,187",50000,"50,335","50,328",0.26246604
11766,"50,187",50000,"50,335","50,329",0.26246604
11767,"50,187",50000,"50,335","50,331",0.26246604
11744,"50,182",50000,"50,046","50,022",0.26246604
11743,"50,182",50000,"50,046","50,021",0.26246604
11742,"50,182",50000,"50,046","50,020",0.26246604
11741,"50,182",50000,"50,046","50,019",0.26246604
11740,"50,182",50000,"50,046","50,018",0.26246604
11739,"50,182",50000,"50,046","50,017",0.26246604
11738,"50,182",50000,"50,046","50,016",0.26246604
11737,"50,182",50000,"50,046","50,015",0.26246604
11736,"50,182",50000,"50,046","50,014",0.26246604
11735,"50,182",50000,"50,046","50,010",0.26246604
11734,"50,182",50000,"50,046","50,009",0.26246604
11733,"50,182",50000,"50,046","50,008",0.26246604
11732,"50,182",50000,"50,046","50,007",0.26246604
11731,"50,182",50000,"50,046","50,006",0.26246604
11730,"50,182",50000,"50,046","50,005",0.26246604
11729,"50,182",50000,"50,046","50,003",0.26246604
11728,"50,182",50000,"50,046","50,001",0.26246604
11768,"50,187",50000,"50,335","50,332",0.26246604
11777,"50,188",50000,"50,137","50,132",0.26246604
11778,"50,188",50000,"50,137","50,133",0.26246604
11820,"50,195",50000,"50,128","50,000",0.26246604
11834,"50,195",50000,"50,128","50,019",0.26246604
11833,"50,195",50000,"50,128","50,018",0.26246604
11832,"50,195",50000,"50,128","50,017",0.26246604
11831,"50,195",50000,"50,128","50,016",0.26246604
11830,"50,195",50000,"50,128","50,015",0.26246604
11829,"50,195",50000,"50,128","50,014",0.26246604
11828,"50,195",50000,"50,128","50,010",0.26246604
11827,"50,195",50000,"50,128","50,009",0.26246604
11826,"50,195",50000,"50,128","50,008",0.26246604
11825,"50,195",50000,"50,128","50,007",0.26246604
11824,"50,195",50000,"50,128","50,006",0.26246604
11823,"50,195",50000,"50,128","50,005",0.26246604
11822,"50,195",50000,"50,128","50,003",0.26246604
11821,"50,195",50000,"50,128","50,001",0.26246604
11817,"50,194",50000,"50,096","50,094",0.26246604
11780,"50,188",50000,"50,137","50,135",0.26246604
11816,"50,194",50000,"50,096","50,093",0.26246604
11811,"50,193",50000,"50,222","50,219",0.26246604
11809,"50,192",50000,"50,067","50,066",0.26246604
11801,"50,191",50000,"50,047","50,041",0.26246604
11800,"50,191",50000,"50,047","50,040",0.26246604
11799,"50,191",50000,"50,047","50,039",0.26246604
11798,"50,191",50000,"50,047","50,038",0.26246604
11797,"50,191",50000,"50,047","50,037",0.26246604
11796,"50,191",50000,"50,047","50,036",0.26246604
11786,"50,189",50000,"50,338","50,332",0.26246604
11785,"50,189",50000,"50,338","50,331",0.26246604
11784,"50,189",50000,"50,338","50,329",0.26246604
11783,"50,189",50000,"50,338","50,328",0.26246604
11781,"50,188",50000,"50,137","50,136",0.26246604
11727,"50,182",50000,"50,046","50,000",0.26246604
11723,"50,181",50000,"50,239","50,235",0.26246604
11616,"50,161",50000,"50,283","50,026",0.26246604
11672,"50,176",50000,"50,287","50,001",0.26246604
11661,"50,173",50000,"50,362","50,361",0.26246604
11663,"50,174",50000,"50,364","50,361",0.26246604
11664,"50,174",50000,"50,364","50,362",0.26246604
11667,"50,175",50000,"50,204","50,202",0.26246604
11668,"50,175",50000,"50,204","50,203",0.26246604
11671,"50,176",50000,"50,287","50,000",0.26246604
11673,"50,176",50000,"50,287","50,003",0.26246604
11722,"50,180",50000,"50,081","50,026",0.26246604
11674,"50,176",50000,"50,287","50,005",0.26246604
11675,"50,176",50000,"50,287","50,006",0.26246604
11676,"50,176",50000,"50,287","50,007",0.26246604
11677,"50,176",50000,"50,287","50,008",0.26246604
11678,"50,176",50000,"50,287","50,009",0.26246604
11679,"50,176",50000,"50,287","50,010",0.26246604
11660,"50,173",50000,"50,362","50,360",0.26246604
11651,"50,171",50000,"50,293","50,289",0.26246604
11650,"50,171",50000,"50,293","50,288",0.26246604
11649,"50,171",50000,"50,293","50,031",0.26246604
11648,"50,171",50000,"50,293","50,030",0.26246604
11647,"50,171",50000,"50,293","50,029",0.26246604
11645,"50,170",50000,"50,091","50,090",0.26246604
11635,"50,167",50000,"50,098","50,097",0.26246604
11634,"50,167",50000,"50,098","50,096",0.26246604
11633,"50,167",50000,"50,098","50,094",0.26246604
11632,"50,167",50000,"50,098","50,093",0.26246604
11629,"50,166",50000,"50,087","50,086",0.26246604
11625,"50,165",50000,"50,270","50,268",0.26246604
11624,"50,165",50000,"50,270","50,267",0.26246604
11622,"50,164",50000,"50,111","50,311",0.26246604
11620,"50,164",50000,"50,111","50,109",0.26246604
11619,"50,164",50000,"50,111","50,108",0.26246604
11680,"50,176",50000,"50,287","50,014",0.26246604
11681,"50,176",50000,"50,287","50,015",0.26246604
11682,"50,176",50000,"50,287","50,016",0.26246604
11707,"50,180",50000,"50,081","50,006",0.26246604
11721,"50,180",50000,"50,081","50,024",0.26246604
11720,"50,180",50000,"50,081","50,022",0.26246604
11719,"50,180",50000,"50,081","50,021",0.26246604
11718,"50,180",50000,"50,081","50,020",0.26246604
11717,"50,180",50000,"50,081","50,019",0.26246604
11716,"50,180",50000,"50,081","50,018",0.26246604
11715,"50,180",50000,"50,081","50,017",0.26246604
11714,"50,180",50000,"50,081","50,016",0.26246604
11713,"50,180",50000,"50,081","50,015",0.26246604
11712,"50,180",50000,"50,081","50,014",0.26246604
11711,"50,180",50000,"50,081","50,010",0.26246604
11710,"50,180",50000,"50,081","50,009",0.26246604
11709,"50,180",50000,"50,081","50,008",0.26246604
11708,"50,180",50000,"50,081","50,007",0.26246604
11706,"50,180",50000,"50,081","50,005",0.26246604
11683,"50,176",50000,"50,287","50,017",0.26246604
11705,"50,180",50000,"50,081","50,003",0.26246604
11704,"50,180",50000,"50,081","50,001",0.26246604
11703,"50,180",50000,"50,081","50,000",0.26246604
11700,"50,179",50000,"50,262","50,260",0.26246604
11699,"50,178",50000,"50,029","50,234",0.26246604
11695,"50,178",50000,"50,029","50,028",0.26246604
11692,"50,177",50000,"50,303","50,302",0.26246604
11690,"50,176",50000,"50,287","50,026",0.26246604
11689,"50,176",50000,"50,287","50,024",0.26246604
11688,"50,176",50000,"50,287","50,022",0.26246604
11687,"50,176",50000,"50,287","50,021",0.26246604
11686,"50,176",50000,"50,287","50,020",0.26246604
11685,"50,176",50000,"50,287","50,019",0.26246604
11684,"50,176",50000,"50,287","50,018",0.26246604
11835,"50,195",50000,"50,128","50,020",0.26246604
11836,"50,195",50000,"50,128","50,021",0.26246604
11837,"50,195",50000,"50,128","50,022",0.26246604
11982,"50,223",50000,"50,342","50,331",0.26246604
11967,"50,219",50000,"50,173","50,171",0.26246604
11968,"50,219",50000,"50,173","50,172",0.26246604
11971,"50,220",50000,"50,363","50,361",0.26246604
11972,"50,220",50000,"50,363","50,362",0.26246604
11977,"50,221",50000,"50,034","50,366",0.26246604
11981,"50,223",50000,"50,342","50,329",0.26246604
11983,"50,223",50000,"50,342","50,332",0.26246604
11838,"50,195",50000,"50,128","50,024",0.26246604
11984,"50,223",50000,"50,342","50,333",0.26246604
11985,"50,223",50000,"50,342","50,334",0.26246604
11986,"50,223",50000,"50,342","50,335",0.26246604
11987,"50,223",50000,"50,342","50,336",0.26246604
11988,"50,223",50000,"50,342","50,337",0.26246604
11989,"50,223",50000,"50,342","50,338",0.26246604
11965,"50,218",50000,"50,299","50,026",0.26246604
11964,"50,218",50000,"50,299","50,024",0.26246604
11963,"50,218",50000,"50,299","50,022",0.26246604
11962,"50,218",50000,"50,299","50,021",0.26246604
11961,"50,218",50000,"50,299","50,020",0.26246604
11960,"50,218",50000,"50,299","50,019",0.26246604
11959,"50,218",50000,"50,299","50,018",0.26246604
11958,"50,218",50000,"50,299","50,017",0.26246604
11957,"50,218",50000,"50,299","50,016",0.26246604
11955,"50,218",50000,"50,299","50,014",0.26246604
11954,"50,218",50000,"50,299","50,010",0.26246604
11953,"50,218",50000,"50,299","50,009",0.26246604
11952,"50,218",50000,"50,299","50,008",0.26246604
11951,"50,218",50000,"50,299","50,007",0.26246604
11950,"50,218",50000,"50,299","50,006",0.26246604
11949,"50,218",50000,"50,299","50,005",0.26246604
11948,"50,218",50000,"50,299","50,003",0.26246604
11991,"50,223",50000,"50,342","50,340",0.26246604
11995,"50,224",50000,"50,050","50,038",0.26246604
11996,"50,224",50000,"50,050","50,039",0.26246604
12015,"50,225",50000,"50,037","50,010",0.26246604
12032,"50,226",50000,"50,368","50,367",0.26246604
12028,"50,226",50000,"50,368","50,072",0.26246604
12027,"50,226",50000,"50,368","50,070",0.26246604
12026,"50,225",50000,"50,037","50,026",0.26246604
12025,"50,225",50000,"50,037","50,024",0.26246604
12024,"50,225",50000,"50,037","50,022",0.26246604
12023,"50,225",50000,"50,037","50,021",0.26246604
12022,"50,225",50000,"50,037","50,020",0.26246604
12021,"50,225",50000,"50,037","50,019",0.26246604
12020,"50,225",50000,"50,037","50,018",0.26246604
12019,"50,225",50000,"50,037","50,017",0.26246604
12018,"50,225",50000,"50,037","50,016",0.26246604
12017,"50,225",50000,"50,037","50,015",0.26246604
12016,"50,225",50000,"50,037","50,014",0.26246604
12014,"50,225",50000,"50,037","50,009",0.26246604
11997,"50,224",50000,"50,050","50,040",0.26246604
12013,"50,225",50000,"50,037","50,008",0.26246604
12012,"50,225",50000,"50,037","50,007",0.26246604
12011,"50,225",50000,"50,037","50,006",0.26246604
12010,"50,225",50000,"50,037","50,005",0.26246604
12009,"50,225",50000,"50,037","50,003",0.26246604
12008,"50,225",50000,"50,037","50,001",0.26246604
12005,"50,224",50000,"50,050","50,049",0.26246604
12004,"50,224",50000,"50,050","50,048",0.26246604
12003,"50,224",50000,"50,050","50,047",0.26246604
12002,"50,224",50000,"50,050","50,046",0.26246604
12001,"50,224",50000,"50,050","50,045",0.26246604
12000,"50,224",50000,"50,050","50,044",0.26246604
11999,"50,224",50000,"50,050","50,043",0.26246604
11998,"50,224",50000,"50,050","50,041",0.26246604
11947,"50,218",50000,"50,299","50,001",0.26246604
11946,"50,218",50000,"50,299","50,000",0.26246604
11943,"50,217",50000,"50,097","50,094",0.26246604
11864,"50,201",50000,"50,100","50,066",0.26246604
11901,"50,211",50000,"50,058","50,056",0.26246604
11895,"50,209",50000,"50,219","50,218",0.26246604
11892,"50,208",50000,"50,236","50,235",0.26246604
11890,"50,207",50000,"50,121","50,141",0.26246604
11889,"50,207",50000,"50,121","50,140",0.26246604
11887,"50,205",50000,"50,150","50,149",0.26246604
11882,"50,204",50000,"50,143","50,142",0.26246604
11881,"50,204",50000,"50,143","50,141",0.26246604
11875,"50,203",50000,"50,280","50,278",0.26246604
11873,"50,202",50000,"50,126","50,125",0.26246604
11872,"50,202",50000,"50,126","50,124",0.26246604
11868,"50,201",50000,"50,100","50,098",0.26246604
11866,"50,201",50000,"50,100","50,096",0.26246604
11865,"50,201",50000,"50,100","50,067",0.26246604
11861,"50,200",50000,"50,099","50,097",0.26246604
11903,"50,212",50000,"50,095","50,001",0.26246604
11860,"50,200",50000,"50,099","50,096",0.26246604
11858,"50,200",50000,"50,099","50,093",0.26246604
11855,"50,199",50000,"50,075","50,366",0.26246604
11852,"50,199",50000,"50,075","50,072",0.26246604
11851,"50,199",50000,"50,075","50,070",0.26246604
11848,"50,197",50000,"50,167","50,166",0.26246604
11847,"50,197",50000,"50,167","50,165",0.26246604
11846,"50,197",50000,"50,167","50,164",0.26246604
11845,"50,197",50000,"50,167","50,163",0.26246604
11844,"50,197",50000,"50,167","50,162",0.26246604
11842,"50,196",50000,"50,365","50,364",0.26246604
11841,"50,196",50000,"50,365","50,363",0.26246604
11840,"50,196",50000,"50,365","50,362",0.26246604
11839,"50,195",50000,"50,128","50,026",0.26246604
11902,"50,212",50000,"50,095","50,000",0.26246604
11904,"50,212",50000,"50,095","50,003",0.26246604
11942,"50,217",50000,"50,097","50,093",0.26246604
11921,"50,212",50000,"50,095","50,026",0.26246604
11937,"50,216",50000,"50,341","50,340",0.26246604
11936,"50,216",50000,"50,341","50,339",0.26246604
11935,"50,216",50000,"50,341","50,338",0.26246604
11934,"50,216",50000,"50,341","50,337",0.26246604
11933,"50,216",50000,"50,341","50,336",0.26246604
11932,"50,216",50000,"50,341","50,335",0.26246604
11931,"50,216",50000,"50,341","50,334",0.26246604
11930,"50,216",50000,"50,341","50,333",0.26246604
11929,"50,216",50000,"50,341","50,332",0.26246604
11928,"50,216",50000,"50,341","50,331",0.26246604
11927,"50,216",50000,"50,341","50,329",0.26246604
11924,"50,213",50000,"50,027","50,056",0.26246604
11923,"50,213",50000,"50,027","50,053",0.26246604
11922,"50,213",50000,"50,027","50,051",0.26246604
11920,"50,212",50000,"50,095","50,024",0.26246604
11905,"50,212",50000,"50,095","50,005",0.26246604
11919,"50,212",50000,"50,095","50,022",0.26246604
11918,"50,212",50000,"50,095","50,021",0.26246604
11917,"50,212",50000,"50,095","50,020",0.26246604
11916,"50,212",50000,"50,095","50,019",0.26246604
11915,"50,212",50000,"50,095","50,018",0.26246604
11914,"50,212",50000,"50,095","50,017",0.26246604
11913,"50,212",50000,"50,095","50,016",0.26246604
11912,"50,212",50000,"50,095","50,015",0.26246604
11911,"50,212",50000,"50,095","50,014",0.26246604
11910,"50,212",50000,"50,095","50,010",0.26246604
11909,"50,212",50000,"50,095","50,009",0.26246604
11908,"50,212",50000,"50,095","50,008",0.26246604
11907,"50,212",50000,"50,095","50,007",0.26246604
11906,"50,212",50000,"50,095","50,006",0.26246604
11617,"50,163",50000,"50,127","50,126",0.26246604
11615,"50,161",50000,"50,283","50,024",0.26246604
11183,"50,094",50000,"50,334","50,009",0.26246604
11342,"50,121",50000,"50,217","50,022",0.26246604
11336,"50,121",50000,"50,217","50,016",0.26246604
11337,"50,121",50000,"50,217","50,017",0.26246604
11338,"50,121",50000,"50,217","50,018",0.26246604
11339,"50,121",50000,"50,217","50,019",0.26246604
11340,"50,121",50000,"50,217","50,020",0.26246604
11341,"50,121",50000,"50,217","50,021",0.26246604
11343,"50,121",50000,"50,217","50,024",0.26246604
11308,"50,119",50000,"50,176","50,174",0.26246604
11344,"50,121",50000,"50,217","50,026",0.26246604
11345,"50,122",50000,"50,226","50,000",0.26246604
11346,"50,122",50000,"50,226","50,001",0.26246604
11347,"50,122",50000,"50,226","50,003",0.26246604
11348,"50,122",50000,"50,226","50,005",0.26246604
